1	1	699999866
1	2	699999446
1	3	699999446
1	4	399999888
1	5	206
1	6	206
1	7	190
1	8	190
1	9	190
1	10	190
1	11	177
1	12	177
1	13	134
1	14	134
1	15	134
1	16	134
1	17	134
1	18	134
1	19	134
1	20	134
1	21	134
1	22	134
1	23	134
1	24	134
1	25	134
1	26	134
1	27	134
1	28	134
1	29	134
1	30	134
1	31	134
1	32	134
1	33	134
1	34	134
1	35	134
1	36	134
1	37	134
1	38	134
1	39	134
1	40	134
1	41	134
1	42	134
1	43	134
1	44	134
1	45	134
1	46	134
1	47	134
1	48	134
1	49	134
1	50	134
1	51	134
1	52	134
1	53	134
1	54	134
1	55	134
1	56	134
1	57	134
1	58	134
1	59	134
1	60	134
1	61	134
1	62	134
1	63	134
1	64	134
1	65	134
1	66	134
1	67	134
1	68	134
1	69	134
1	70	134
1	71	128
1	72	128
1	73	128
1	74	128
1	75	128
1	76	128
1	77	128
1	78	128
1	79	128
1	80	128
1	81	128
1	82	128
1	83	128
1	84	128
1	85	128
1	86	128
1	87	128
1	88	128
1	89	128
1	90	128
1	91	128
1	92	128
1	93	128
1	94	128
1	95	128
1	96	128
1	97	128
1	98	128
1	99	128
1	100	128
1	101	128
1	102	128
1	103	128
1	104	128
1	105	128
1	106	128
1	107	128
1	108	128
1	109	128
1	110	128
1	111	128
1	112	128
1	113	128
1	114	128
1	115	128
1	116	128
1	117	128
1	118	128
1	119	128
1	120	128
1	121	128
1	122	128
1	123	128
1	124	128
1	125	128
1	126	128
1	127	128
1	128	128
1	129	128
1	130	128
1	131	128
1	132	128
1	133	128
1	134	128
1	135	128
1	136	128
1	137	128
1	138	128
1	139	128
1	140	128
1	141	128
1	142	128
1	143	128
1	144	128
1	145	128
1	146	128
1	147	128
1	148	128
1	149	128
2	1	699999405
2	2	649999679
2	3	390
2	4	346
2	5	297
2	6	244
2	7	244
2	8	244
2	9	244
2	10	193
2	11	193
2	12	178
2	13	178
2	14	178
2	15	178
2	16	178
2	17	178
2	18	178
2	19	178
2	20	178
2	21	165
2	22	165
2	23	157
2	24	157
2	25	157
2	26	157
2	27	157
2	28	157
2	29	157
2	30	157
2	31	134
2	32	134
2	33	134
2	34	134
2	35	134
2	36	134
2	37	134
2	38	134
2	39	134
2	40	134
2	41	134
2	42	134
2	43	134
2	44	134
2	45	134
2	46	134
2	47	134
2	48	134
2	49	134
2	50	134
2	51	134
2	52	134
2	53	134
2	54	134
2	55	134
2	56	134
2	57	134
2	58	134
2	59	134
2	60	134
2	61	134
2	62	134
2	63	134
2	64	134
2	65	134
2	66	134
2	67	134
2	68	134
2	69	134
2	70	134
2	71	134
2	72	134
2	73	134
2	74	134
2	75	134
2	76	134
2	77	134
2	78	134
2	79	134
2	80	134
2	81	134
2	82	134
2	83	134
2	84	134
2	85	134
2	86	134
2	87	134
2	88	134
2	89	134
2	90	134
2	91	134
2	92	134
2	93	134
2	94	134
2	95	132
2	96	132
2	97	132
2	98	132
2	99	132
2	100	132
2	101	132
2	102	132
2	103	132
2	104	132
2	105	132
2	106	132
2	107	132
2	108	132
2	109	132
2	110	132
2	111	132
2	112	132
2	113	132
2	114	132
2	115	132
2	116	132
2	117	132
