1	1	799999428
1	2	699999898
1	3	699999675
1	4	699999417
1	5	499999483
1	6	399999416
1	7	349999860
1	8	161
1	9	161
1	10	161
1	11	161
1	12	161
1	13	159
1	14	139
1	15	139
1	16	139
1	17	139
1	18	139
1	19	139
1	20	139
1	21	139
1	22	139
1	23	139
1	24	139
1	25	139
1	26	139
1	27	139
1	28	139
1	29	139
1	30	139
1	31	139
1	32	139
1	33	139
1	34	139
1	35	139
1	36	139
1	37	139
1	38	139
1	39	139
1	40	139
1	41	139
1	42	139
1	43	139
1	44	139
1	45	139
1	46	139
1	47	139
1	48	139
1	49	139
1	50	139
1	51	139
1	52	139
1	53	139
1	54	139
1	55	139
1	56	139
1	57	139
1	58	139
1	59	139
1	60	139
1	61	139
1	62	139
1	63	139
1	64	139
1	65	139
1	66	139
1	67	139
1	68	139
1	69	139
1	70	139
1	71	139
1	72	139
1	73	139
1	74	139
1	75	139
1	76	139
1	77	139
1	78	139
1	79	139
1	80	139
1	81	139
1	82	139
1	83	139
1	84	139
1	85	139
1	86	139
1	87	125
1	88	125
1	89	125
1	90	125
1	91	125
1	92	125
1	93	125
1	94	125
1	95	125
1	96	125
1	97	125
1	98	111
1	99	111
1	100	111
1	101	111
1	102	111
1	103	111
1	104	111
1	105	111
1	106	111
1	107	111
1	108	111
1	109	111
1	110	111
1	111	111
1	112	111
1	113	111
1	114	111
1	115	111
1	116	111
1	117	111
1	118	111
1	119	111
1	120	111
1	121	111
1	122	111
1	123	111
1	124	111
1	125	111
1	126	111
1	127	111
1	128	111
1	129	111
1	130	111
1	131	111
1	132	111
1	133	111
1	134	111
1	135	111
1	136	111
1	137	111
1	138	111
1	139	111
1	140	111
1	141	111
1	142	111
1	143	111
1	144	111
1	145	111
1	146	111
1	147	111
1	148	111
1	149	111
1	150	111
1	151	111
1	152	111
1	153	111
1	154	111
1	155	111
1	156	111
1	157	111
1	158	111
1	159	111
1	160	111
1	161	111
1	162	111
1	163	111
1	164	111
1	165	111
1	166	111
1	167	111
1	168	111
1	169	111
1	170	111
1	171	111
1	172	111
1	173	111
1	174	111
1	175	111
1	176	111
1	177	111
1	178	111
1	179	111
1	180	111
1	181	111
1	182	111
1	183	111
1	184	111
1	185	111
1	186	111
1	187	111
1	188	111
1	189	111
1	190	111
1	191	111
1	192	111
1	193	111
1	194	111
1	195	111
1	196	111
1	197	111
1	198	111
1	199	111
1	200	111
1	201	111
1	202	111
1	203	111
1	204	111
1	205	111
1	206	111
1	207	111
1	208	111
1	209	111
1	210	111
1	211	111
1	212	111
1	213	111
1	214	111
1	215	111
1	216	111
1	217	111
1	218	111
1	219	111
1	220	111
1	221	111
1	222	111
1	223	111
1	224	111
1	225	111
1	226	111
1	227	111
1	228	111
1	229	111
1	230	111
1	231	111
1	232	111
1	233	111
1	234	111
1	235	111
1	236	111
1	237	111
1	238	111
1	239	111
1	240	111
1	241	111
1	242	111
1	243	111
1	244	111
1	245	111
1	246	111
1	247	111
1	248	111
1	249	111
1	250	111
1	251	111
1	252	111
1	253	111
1	254	111
1	255	111
1	256	111
1	257	111
1	258	111
1	259	111
1	260	111
1	261	111
1	262	111
1	263	111
1	264	111
1	265	111
1	266	111
1	267	111
1	268	111
1	269	111
1	270	111
1	271	111
1	272	111
1	273	111
1	274	111
1	275	111
1	276	111
1	277	111
1	278	111
1	279	111
1	280	111
1	281	111
1	282	111
1	283	111
1	284	111
1	285	111
1	286	111
1	287	111
1	288	111
1	289	111
1	290	111
1	291	111
1	292	111
1	293	111
1	294	111
1	295	111
1	296	111
1	297	111
1	298	111
1	299	111
1	300	111
1	301	111
1	302	111
1	303	111
1	304	111
1	305	111
1	306	111
1	307	111
1	308	111
1	309	111
1	310	111
1	311	111
1	312	111
1	313	111
1	314	111
1	315	111
1	316	111
1	317	111
1	318	111
1	319	111
1	320	111
1	321	111
1	322	111
1	323	111
1	324	111
1	325	111
1	326	111
1	327	111
1	328	111
1	329	111
1	330	111
1	331	111
1	332	111
1	333	111
1	334	111
1	335	111
1	336	111
1	337	111
1	338	111
1	339	111
1	340	111
1	341	111
1	342	111
1	343	111
1	344	111
1	345	111
1	346	111
1	347	111
1	348	111
1	349	111
1	350	111
1	351	111
1	352	111
1	353	111
1	354	111
1	355	111
1	356	111
1	357	111
1	358	111
1	359	111
1	360	111
1	361	111
1	362	111
1	363	111
1	364	111
1	365	111
1	366	111
1	367	111
